Id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1826,32863.08176576572,-455.3095142153183,91.80215825388544,181.2517207575156,57.44309266850325,77.83965420852029,-55.20645081207664,-52.05084077503038,-4.4467427172018255,-1.277541394818913
1,5121.58527910665,71.50431644550255,-165.42986909283965,-32.92540146855316,12.695193295942008,-16.888100249769646,-46.78934555118711,-5.053582867732073,0.8767361260616005,0.6924233196550968
10476,15293.120921755937,-375.3795435042786,-151.38789794487778,-30.538780149021743,11.859593430401937,-19.947422985262023,-46.021209605211325,-1.2675396496021838,-1.9623537869348215,1.0633235049096577
1386,-19498.687428169033,-88.55563355990546,-10.142086178669132,-23.3163142982774,-10.45246807473725,-8.262490293169122,-47.192943956964555,-7.4937904146280925,-2.2169259166452706,-0.705465054667676
5371,-30497.551664426537,47.43719973250299,71.4003342225474,16.422795709254117,4.884361408623928,-7.16307822040809,-49.79346306791924,2.4414935392381274,-0.765274412569311,-0.8525490116623953
7348,19721.909445869023,-151.38509067635488,158.6916175158992,106.86235876919497,-113.1536943690025,-85.44960214228438,-43.009510378433106,53.96726313610881,-1.7715585278595851,-2.5456314070777086
4073,11598.813976563208,332.6599557722306,-70.74037731964421,-11.219471393281406,10.018736165801183,28.533119762408838,-60.826268369047945,31.71683727062663,1.3897930829182812,-2.052648021398869
1991,-7041.952118995956,-170.7284257935131,-77.02817391139888,-32.12167484716179,-2.6977905705789205,-11.174532158539453,-46.63287771984006,-7.316549708297718,-2.130207122332547,-0.02382317133649048
4047,13353.300459593971,-99.28849519335301,-151.12270356902823,-45.95151342554138,-20.344352222868793,-6.087059749038973,-43.88253655216386,-27.535060378870305,2.5088562920227915,2.0308233453977844
9477,13353.300459593971,-99.28849519335301,-151.12270356902823,-45.95151342554138,-20.344352222868793,-6.087059749038973,-43.88253655216386,-27.535060378870305,2.5088562920227915,2.0308233453977844
2079,29075.95682283274,-133.22536188053084,187.03580681514345,-42.784816114003995,-25.69123217112493,11.350838499133227,-43.710026881630235,-53.603351604678366,0.4931854061220706,2.74349311967489
5642,10525.57245342165,-312.668068064505,-128.83771126072983,-51.03861008869017,-3.0353312610915957,-4.661526423863513,-46.70408210778851,-11.285241293301315,-0.23156013369846473,1.1340932293615937
10530,15818.274798993196,-7.337242171463629,168.47164458209247,25.939625492384643,28.96707430782751,-22.44619543047529,-53.529832988730455,33.174755146580054,-3.3872028399992318,0.7764287528267713
2964,-25100.168435727657,-24.356032050044973,29.132875028067076,11.3886073675483,5.040109011459936,5.108064223845003,-49.416491853352994,-10.443100129249832,-3.038930936036458,0.07218133185764053
10311,-47541.80501364534,272.47964737630394,149.78381938182773,206.43472868995553,226.49401898675697,-10.220171205814815,-51.5539253900092,-19.46513141885002,6.976655709854057,-3.9162530584477606
837,2835.413843945382,-294.5036992730283,-76.02654468864984,-22.514995961843155,3.07729076123686,-10.395440164055616,-46.0093021487011,-11.661643176391188,-0.20653839635882854,0.7507157816260781
10521,2835.413843945382,-294.5036992730283,-76.02654468864984,-22.514995961843155,3.07729076123686,-10.395440164055616,-46.0093021487011,-11.661643176391188,-0.20653839635882854,0.7507157816260781
10175,-19799.565686028007,-76.80403700691238,-9.26644020175857,-22.083002854006622,-9.147132037012048,-8.262588457080872,-47.23194687149417,-7.583610118964183,-2.7027022651808013,1.5433356926357584
1473,-4150.508114052856,-231.24489145869035,-91.74190339899528,-29.449324226961796,-0.8828310600095683,-11.916905792337458,-46.418575609489345,-7.177350152003007,-0.712971195959077,-1.7534674984233014
2795,-21449.553531412643,-69.1889706824578,2.7764789352549144,-18.6621825049713,-6.892787321659123,-8.049443933750696,-47.33568837254164,-7.772343063528618,-2.236195050536752,-0.6175879718669828
2285,-15336.270764024688,76.3106800565667,1.2470084542209747,-15.748933834194684,8.538623725029737,-7.299731946239503,-48.80331986757409,-4.0675015619909125,1.606131252505243,-0.14324166756673584
115,-8514.237236845234,52.24875227503634,-51.76435539341264,-21.794792084801674,-21.952153437562288,-16.318770509860926,-46.254260969026525,-5.316365400137453,2.3561737535374796,2.4998462411755833
10470,-11310.885314416613,-152.95091114203484,-35.21023380575036,-17.1297905278364,8.592990038701508,-7.423901614517022,-47.38751714093388,-8.892476542188833,-2.011117290178504,0.5305934183932184
4065,-2426.407279265266,11.538634277023164,-87.74719532834072,-39.07814437654353,9.074030349543797,-13.079890541802232,-46.880279563721174,-8.349378170972395,2.0999899673297477,1.613106004664521
10968,5761.203765706894,-79.39827042094294,108.83913016234517,-13.203607095916034,1.6935594851281692,-41.45504211008111,-43.43674705312671,-4.245475552072436,4.368195692322674,-1.7049552865635613
5985,-18803.727527525778,-21.006842721118858,6.820884422196826,-27.612679703478058,-7.916191377893018,-7.711941293662122,-47.535226025947644,-7.730344688093877,0.03528114337831312,0.2902128342272463
5430,2481.488602947451,115.68112320971207,-45.76948250385669,-42.51365465446372,10.544802014990157,-6.834519766730108,-46.31842465389436,-21.1306814548841,9.071389734049296,-2.165399571511527
8432,2481.488602947451,115.68112320971207,-45.76948250385669,-42.51365465446372,10.544802014990157,-6.834519766730108,-46.31842465389436,-21.1306814548841,9.071389734049296,-2.165399571511527
453,-16632.66655565837,-104.19997295491237,-17.23535947272208,-24.020711729023105,-5.7962403046327555,-8.28943828162346,-46.14668738117893,-8.083120048579268,-1.3320154531496193,0.3907301718308389
9687,21197.80092789067,-353.7997501203967,15.78920490847915,22.806634535644633,-36.27609496296324,42.496452705612185,-71.93942973621594,107.86473130191493,-0.4539675626516857,-0.9839912131347237
8890,13834.604708885512,-333.69735399805614,-128.8639427139478,-46.09920881829608,-2.502094595863575,-16.01164805006462,-44.61746132564389,-6.614529275858061,1.7156072153409232,-1.6504673202653786
9264,27562.304649554673,-97.84687769454388,377.78522686092447,83.39527110413063,86.16532885684452,78.73553384517459,-48.395109858141176,-105.62914680817055,-2.651845511124376,1.5037889058973342
5824,-17394.901676871443,-116.98648187204327,-20.080649505745214,-25.01388549079144,-9.778857075280499,-8.557668489293933,-46.09503692291372,-7.245573053512295,-2.5069123752726825,-0.4297218620661911
5794,-5595.435340295626,136.80381443310154,-143.1614762176694,-35.55411717685319,-2.1041848462983097,-11.362513366710639,-46.0147203214241,-7.629710326940355,3.2380885291186274,-0.23117086348563642
3068,-33620.47339950032,76.11133432406223,72.32600174183216,0.7903300683763526,-14.721797360862174,9.115283037972857,-49.46600985735853,-6.799329861175732,-1.1965600835284516,0.6497925822923949
7962,43208.076091171824,493.4623134445735,-143.23116504559206,-73.7268745043989,-47.37575754358238,-64.28369075611235,-36.84929817085042,-13.565110744679298,-6.891599418338715,-3.779247786918522
2681,13396.247883624113,-398.95669257239155,-58.46223322204503,71.20396892173545,-75.69856610253855,-26.48676951711284,-33.71385136192147,-53.15217527306527,0.8011208605459652,7.3199296913554
10141,-12745.260783951315,-172.143413423754,-38.25584009897614,-26.326891998417153,-6.941799124665552,-7.228652555963543,-46.08342791867653,-8.126011192352427,-3.4446062623032834,1.3730440366197576
3725,32903.750926490306,559.9504225059732,-187.76663312515163,-94.19453558852683,-23.25454339058655,-29.360948643029836,-43.56576355196271,-9.365549423021676,-5.001159848816563,0.875923319453014
3767,9344.607891513857,-28.473928275165235,-24.22286444604046,144.3840664027665,34.203233550134534,40.78555997679218,-36.98254395444765,-121.28355786255831,-0.24869712305738378,4.850963868903051
5585,-30612.5688855417,51.97906986637784,61.86508192357421,-5.210092907119681,-8.711378241291548,-8.208380819696819,-46.63469910646383,-7.808307679498798,-0.3915990157407716,-0.11101379897811947
7030,14503.768752990276,706.0917165382054,-226.47827075281154,-63.539206744963316,-35.03790325692843,-18.499711508917944,-41.932338339402236,-28.509235500956418,3.9983741215262203,1.3120784228644151
1524,29729.703141828286,26.754492231131564,-275.44728654920414,19.87175663210335,-42.16236007414464,90.80252572382427,-51.30931179942593,-67.07118513047864,-1.9503183119008476,-4.344567271991435
3657,-12826.085789022443,-79.7835027577496,-27.719469886999974,-15.228971426701282,-9.773046126916224,-8.990602067714725,-44.880629451034196,-15.013436499107288,1.3583215724510147,-1.307751945140696
5740,-26013.068579456714,-11.905285840673002,36.40054419119147,3.859874565784973,3.1251050405860035,-7.532432352208152,-46.37767449443101,-10.507798684484044,-2.327701119740791,0.031619535786287845
9595,12296.365061592413,214.6850878475944,522.9753809552694,-82.69537858024611,11.16695813968823,33.418365259462014,-76.44540636361015,117.6119488584435,-1.7215165272752024,-2.6812448529926396
3158,-19672.58253295582,-81.99161104595697,-3.7442241966085987,-13.83071159591952,-10.824598730213308,-7.117016647587287,-46.19411522112166,-8.590370505293961,-1.6064938926655872,-0.3951241015063114
5114,22838.606308885035,95.20831273736107,-117.85753077725272,-88.14333444471347,-2.3578763869116806,3.6638520490865183,-47.149799647059865,-17.463584679097586,-1.6958910943883208,-1.738945725985686
340,20993.84273614295,-392.57884146524947,-66.33211042707862,6.897793952928083,96.62410043493668,-8.468682409199046,-51.941026995426775,16.07172199549993,2.5069578707371427,0.48387702464049287
8805,-3066.848254475495,-11.825519546701344,-111.57425798268807,-23.172154994284906,4.683091355792197,0.452096622417133,-47.86034873950743,-7.571574716027607,2.686272043222708,-2.9942741658945167
1241,-37175.0447066677,130.9658621128186,86.44708773149068,7.191772459184978,-8.067102544940091,-5.032511598597246,-47.12156710809261,-9.223556827692414,-0.8699039657392493,0.11288626264439738
1402,15024.238602960642,68.45996478195909,185.47969463514664,28.918132502373826,-99.03777649646784,-73.22079194471146,-31.086050432676217,-32.39109173986486,-0.38985856369784777,-1.318817756548925
7264,220.65114694468502,-324.94609980805814,-106.70326593588291,-39.67226615878057,-4.061846602459315,-12.212249178943287,-44.15282354699882,-6.395440009510718,-2.020347669246715,-2.4593519696033175
1619,38401.803835429935,-306.6976663020351,617.1810988034239,-38.497718002966714,-62.66873332472499,-123.60519702356933,-28.227656718398695,-6.162483237568031,0.7361352629676681,-2.0327809254400293
6398,-33578.38097885898,82.3308783159676,75.30102550394538,2.408718818106425,-21.018540113416364,-10.361433039473537,-46.081687992219535,-1.4013433465065166,0.39742726405201445,-0.33765536946012586
1857,-4834.46428489704,-227.89158528747117,-79.91003679999187,-22.593475288479922,10.596711387072606,-10.568150903504138,-44.65840235636759,-8.63338206632943,-1.6007936150673645,-2.054629470859319
4877,-13396.912841184043,-137.81240562725776,-39.99090795969701,-29.75245798837184,-8.948590713097575,-9.282173731361206,-44.940904324291736,-6.979808822835643,-1.8710725763263438,-0.24840218241767165
3066,9931.786727848616,-282.4740595167737,-148.98070270351636,-44.472814920736226,2.7467416921871894,-16.99473327322875,-43.25660874630185,-8.475074719555902,-0.3532326439976181,-1.10909742201056
10286,31744.383959519735,-320.8756577363843,79.6598955452227,-17.566426510774757,-62.80589764395829,-82.24927313717139,-27.937063057033903,-35.45382673079888,0.6934240974608699,6.53590508018352
1992,8629.371442282187,127.11623198892823,-4.331456928612852,-25.7121793790271,30.21806633311612,-25.815968457819206,-41.65620920346262,-22.797609277272326,-0.19317560920269905,0.8795905108887925
4246,-45409.38777442482,297.09871069539264,140.97817674519263,167.09905763172424,178.88043586098794,-7.544669082425376,-50.20220470872018,-11.0367678809122,-3.6377483402575583,-4.06989659855127
10623,-3643.8426088338383,-262.5063002527426,-90.64107765884279,-37.39697464906224,-6.30810597075161,-11.329602313778231,-44.37744880250493,-6.525686958974972,-2.497240310407247,0.049429987618542004
4867,-13736.532997060836,-107.52286337240247,-32.166470473235506,-23.886674506949923,-2.2756832155109414,-10.789456871133375,-44.848623082458914,-7.635890552091759,1.1465981425823122,-0.5035757486420511
3112,-29270.85810688122,24.02795220104406,49.04454112293725,-10.150243785282381,-10.551962166152146,-1.746727355325528,-46.626991033503465,-6.97736360161494,-2.38233771027142,1.6184360259204074
4865,1395.9049413180473,-98.3602361133843,-24.27665671850866,-47.72674732833582,-0.5150785550669355,-14.82294178447392,-44.88752716381156,-5.095099398744044,5.172864593897051,0.4524967267562787
6287,-17244.72516898768,-108.64323784913938,-7.6032219800929965,-23.466557834155964,-4.3298332777827415,-8.79739936656137,-45.19549873392131,-7.447072809548542,-2.6395695396094268,-0.35160440145417926
4405,11947.079558526544,153.38813026858713,-181.3938902745244,-48.42129636611828,-15.616216510896871,-30.069246589372064,-42.26173809397095,-4.485671128989799,2.7845260980499678,4.071249293648121
5332,30534.197071873496,-256.16768948695136,102.27388262725576,12.734105718084958,-28.22652593749079,-57.4437961616379,-38.15240669335,-2.6312815120863693,-2.0259240506457195,0.5449337533169154
1519,-13394.74808364208,-130.5513755501574,-25.47336411123007,-25.789592996909057,-9.061953107533508,-7.564432579734685,-45.43442854261065,-6.042426099288417,0.6756198383404328,-1.6964392475800327
9080,-13394.74808364208,-130.5513755501574,-25.47336411123007,-25.789592996909057,-9.061953107533508,-7.564432579734685,-45.43442854261065,-6.042426099288417,0.6756198383404328,-1.6964392475800327
1772,27212.98610582536,502.8034011924293,65.5876499618727,85.88987554054381,-27.47104590481161,-59.539921422384246,-30.978392021709766,-54.49361421200639,-4.969945212599679,-1.5828295471488012
5341,30010.321179396517,308.2994400604653,-251.34856031957005,85.53121476637752,-138.29544628358366,2.026557144402754,-38.53284303872771,-41.86166970295855,-3.824273142230722,-7.163884614857009
